OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
17255,1527287,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5B,1614,2021/06/24 12:45:00+00
17256,1527291,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1448,2021/06/24 21:43:00+00
17257,1527304,2699,4,FRAUD,532 PC FRAUD OBTAIN MONEY ETC,5,5B,1399,2021/05/16 19:00:00+00
17258,1527315,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,1,1B,0424,2021/06/26 01:50:00+00
17259,1527317,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,1,1B,0424,2021/06/16 15:00:00+00
17260,1527319,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,1,1B,0424,2021/06/09 01:00:00+00
17261,1527321,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4C,1283,2021/06/28 12:00:00+00
17262,1527328,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,0726,2021/06/28 17:00:00+00
17263,1527329,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2C,0626,2021/06/28 07:30:00+00
17264,1527330,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,1624,2021/07/01 20:23:00+00
17265,1527331,7399,98,SAC CITY CODE,12.52.040(A) STOR PER PROP-PUB,4,4A,0918,2021/07/01 20:10:00+00
17266,1527334,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,UI,UI,UI,2021/06/25 05:43:00+00
17267,1527335,2501,0,FORGERY,470(D) FORGERY - CHECKS ETC,5,5A,1383,2021/06/28 01:08:00+00
17268,1527336,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0333,2021/07/01 05:42:00+00
17269,1527337,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,1,1A,0305,2021/07/01 15:20:00+00
17270,1527341,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,6,6E,1101,2021/06/30 13:09:00+00
17271,1527342,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,1058,2021/07/01 17:16:00+00
17272,1527345,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,3,3A,0721,2021/06/30 13:00:00+00
17273,1527349,5212,57,WEAPON OFFENSE,21810 POSS METAL KNUCKLES-FEL,2,2B,0564,2021/07/01 10:11:00+00
17274,1527350,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,6,6B,1401,2021/06/30 20:43:00+00
17275,1527351,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3B,0766,2021/07/01 19:59:00+00
17276,1527353,3599,60,NARCOTICS,11350(A) POSS CONT SUB/SUPER X,3,3B,0737,2021/07/01 17:43:00+00
17277,1527355,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1A,0307,2021/07/01 16:59:00+00
17278,1527357,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,2,2A,0505,2021/07/01 11:34:00+00
17279,1527367,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6E,0888,2021/07/01 02:57:00+00
17280,1527368,5212,91,WEAPON OFFENSE,30605 POSS ASSAULT WEAPON,2,2A,0232,2021/07/01 03:48:00+00
17281,1527369,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3B,0748,2021/06/30 23:35:00+00
17282,1527370,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,3,3A,0721,2021/07/01 23:00:00+00
17283,1527371,2502,01,FORGERY,470(A) PC FORGE ID/DL W/INTENT,1,1C,0409,2021/07/02 01:31:00+00
17284,1527372,5212,68,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-F,3,3B,0746,2021/07/02 05:35:00+00
17285,1527378,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4B,0958,2021/07/01 22:58:00+00
17286,1527379,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6B,1056,2021/07/02 04:57:00+00
17287,1527389,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2C,0604,2021/06/30 22:49:00+00
17288,1527391,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5B,1633,2021/07/02 01:25:00+00
17289,1527394,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,0843,2021/06/24 22:54:00+00
17290,1527397,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,1004,2021/06/27 01:03:00+00
17291,1527399,2204,0,BURGLARY,459 PC BURGLARY:RESIDENCE-NO FORCE,3,3B,0728,2021/06/30 19:21:00+00
17292,1527403,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,4,4C,1209,2021/06/24 01:51:00+00
17293,1527404,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3M,0742,2021/06/24 19:30:00+00
17294,1527414,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,3,3M,0744,2021/06/30 15:51:00+00
17295,1527417,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,1013,2021/06/26 05:32:00+00
17296,1527419,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6B,1084,2021/06/30 18:59:00+00
17297,1527435,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0626,2021/07/02 17:12:00+00
17298,1527437,2304,0,LARCENY,484 PC PETTY THEFT AUTO PART,3,3B,0748,2021/06/27 01:45:00+00
17299,1527438,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,3,3B,0736,2021/06/25 07:00:00+00
17300,1527439,2204,0,BURGLARY,459 PC BURGLARY:RESIDENCE-NO FORCE,3,3A,0715,2021/07/02 00:22:00+00
17301,1527440,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,0442,2021/06/24 12:00:00+00
17302,1527442,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5B,1603,2021/07/02 07:07:00+00
17303,1527444,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,6,6E,1101,2021/06/30 09:00:00+00
17304,1527446,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6E,0886,2021/05/01 07:00:00+00
17305,1527447,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,0411,2021/06/28 10:00:00+00
17306,1527448,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,1,1C,0419,2021/06/26 15:30:00+00
17307,1527449,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,6,6C,1405,2021/06/25 19:00:00+00
17308,1527450,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0775,2021/06/25 01:20:00+00
17309,1527452,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1351,2021/06/22 03:00:00+00
17310,1527453,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,2,2C,0619,2021/06/22 18:30:00+00
17311,1527454,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,6,6A,1013,2021/06/21 15:30:00+00
17312,1527455,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0746,2021/07/02 05:15:00+00
17313,1527456,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1B,0442,2021/06/26 08:00:00+00
17314,1527457,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,1081,2021/06/25 14:22:00+00
17315,1527458,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1623,2021/06/25 20:33:00+00
17316,1527469,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6A,1013,2021/06/30 19:50:00+00
17317,1527470,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5B,1359,2021/06/30 01:00:00+00
17318,1527471,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,2,2B,0563,2021/06/24 07:56:00+00
17319,1527472,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4C,1289,2021/07/01 21:42:00+00
17320,1527473,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0802,2021/06/22 04:00:00+00
17321,1527474,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1633,2021/06/22 21:10:00+00
17322,1527475,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6E,1101,2021/07/02 04:23:00+00
17323,1527477,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6E,0877,2021/07/02 05:46:00+00
17324,1527478,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,2,2C,0603,2021/07/02 03:54:00+00
17325,1527480,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1607,2021/06/10 20:43:00+00
17326,1527483,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1623,2021/06/26 21:09:00+00
17327,1527484,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,4,4B,0958,2021/07/01 03:38:00+00
17328,1527485,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,5,5C,1606,2021/07/01 01:07:00+00
17329,1527486,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,0558,2021/06/26 21:45:00+00
17330,1527487,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,6,6C,1403,2021/06/29 11:09:00+00
17331,1527488,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,1,1B,0444,2021/06/23 07:56:00+00
17332,1527489,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,6,6D,0841,2021/06/17 22:10:00+00
17333,1527490,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,4,4B,1356,2021/06/17 09:10:00+00
17334,1527491,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0408,2021/06/26 23:47:00+00
17335,1527492,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,1221,2021/07/01 15:36:00+00
17336,1527493,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0701,2021/06/27 00:33:00+00
17337,1527494,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,0324,2021/07/01 00:45:00+00
17338,1527495,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0765,2021/06/30 23:20:00+00
17339,1527496,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0716,2021/06/30 19:45:00+00
17340,1527497,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,0628,2021/06/27 01:58:00+00
17341,1527498,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,1363,2021/06/30 14:42:00+00
17342,1527499,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0726,2021/06/27 01:10:00+00
17343,1527500,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,1081,2021/06/30 04:30:00+00
17344,1527501,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,0977,2021/06/27 20:16:00+00
17345,1527502,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0716,2021/06/29 23:53:00+00
17346,1527503,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,4,4B,1356,2021/06/26 18:36:00+00
17347,1527504,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,1354,2021/06/29 20:58:00+00
17348,1527507,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,4,4A,0905,2021/07/02 17:50:00+00
17349,1527510,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5C,1634,2021/07/02 08:10:00+00
17350,1527511,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2B,0544,2021/07/03 01:40:00+00
17351,1527513,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2C,0623,2021/07/02 08:57:00+00
17352,1527514,2309,0,LARCENY,484 PC PETTY THEFT/OUTSIDE,3,3B,0766,2021/07/02 09:09:00+00
17353,1527516,2999,38,VANDALISM,594(B)(1) VANDAL OVER $400-M,3,3B,0778,2021/07/01 18:50:00+00
17354,1527519,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0564,2021/06/29 06:05:00+00
17355,1527520,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0906,2021/06/30 17:04:00+00
17356,1527521,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0955,2021/06/29 21:30:00+00
17357,1527522,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0906,2021/06/30 17:08:00+00
17358,1527523,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,1251,2021/07/02 00:56:00+00
17359,1527537,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1131,2021/06/22 20:25:00+00
17360,1527540,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5C,1654,2021/06/30 02:29:00+00
17361,1527541,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1A,0106,2021/07/01 13:58:00+00
17362,1527542,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,0401,2021/06/18 23:26:00+00
17363,1527543,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,5,5C,1606,2021/06/29 17:00:00+00
17364,1527544,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0736,2021/06/25 01:32:00+00
17365,1527545,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0145,2021/07/03 04:00:00+00
17366,1527546,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0955,2021/07/01 12:00:00+00
17367,1527547,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0451,2021/05/21 03:00:00+00
17368,1527548,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1639,2021/06/08 20:50:00+00
17369,1527549,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1639,2021/06/17 09:05:00+00
17370,1527550,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1354,2021/06/25 17:25:00+00
17371,1527551,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0766,2021/06/29 16:55:00+00
17372,1527552,2205,3,BURGLARY,459.5 PC BURGLARY:SHOPLIFT <$950,6,6D,0841,2021/07/01 06:21:00+00
17373,1527553,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1A,0130,2021/07/01 08:15:00+00
17374,1527554,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,3,3A,0765,2021/06/27 04:00:00+00
17375,1527555,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0628,2021/06/26 19:18:00+00
17376,1527556,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0606,2021/06/27 16:50:00+00
17377,1527557,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,3,3B,0728,2021/06/26 07:30:00+00
17378,1527558,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,5,5A,1391,2021/06/27 11:45:00+00
17379,1527559,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0348,2021/06/27 19:12:00+00
17380,1527560,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,6,6E,0888,2021/06/27 06:00:00+00
17381,1527561,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0328,2021/06/27 21:02:00+00
17382,1527562,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0746,2021/06/26 06:30:00+00
17383,1527563,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0103,2021/06/27 11:00:00+00
17384,1527564,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0845,2021/06/16 13:00:00+00
17385,1527565,2310,0,LARCENY,1708 US THEFT OF MAIL,2,2A,0212,2021/06/26 20:05:00+00
17386,1527566,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2B,0544,2021/06/27 07:45:00+00
17387,1527567,2310,0,LARCENY,1708 US THEFT OF MAIL,5,5C,1647,2021/03/07 16:55:00+00
17388,1527568,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6C,1114,2021/06/26 04:35:00+00
17389,1527569,2204,0,BURGLARY,459 PC BURGLARY:RESIDENCE-NO FORCE,6,6D,0811,2021/06/21 02:00:00+00
17390,1527570,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,5,5B,1621,2021/06/27 21:30:00+00
17391,1527571,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0552,2021/07/03 04:00:00+00
17392,1527572,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1227,2021/06/24 22:50:00+00
17393,1527573,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,5,5C,1654,2021/06/12 15:00:00+00
17394,1527574,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,5,5C,1654,2021/06/23 01:00:00+00
17395,1527575,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0934,2021/06/17 08:45:00+00
17396,1527576,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1153,2021/06/19 18:31:00+00
17397,1527577,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1A,0128,2021/06/23 05:00:00+00
17398,1527578,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,4,4A,0927,2021/06/18 14:00:00+00
17399,1527579,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0785,2021/06/23 10:35:00+00
17400,1527580,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1A,0327,2021/06/23 01:30:00+00
17401,1527581,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,3,3A,0785,2021/06/24 03:00:00+00
17402,1527582,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0337,2021/06/22 13:04:00+00
17403,1527583,2399,2,LARCENY,484 PC PETTY THEFT,2,2B,0537,2021/06/12 00:00:00+00
17404,1527584,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,4,4C,1253,2021/06/22 19:00:00+00
17405,1527585,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1227,2021/06/17 00:01:00+00
17406,1527586,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,2,2C,0623,2021/06/29 04:30:00+00
17407,1527587,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,2,2C,0619,2021/06/29 17:55:00+00
17408,1527588,2202,0,BURGLARY,459 PC BURGLARY:RESIDENCE-FORCE,3,3B,0768,2021/06/14 11:00:00+00
17409,1527589,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1B,0435,2021/06/30 03:30:00+00
17410,1527590,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,2,2C,0620,2021/06/30 02:30:00+00
17411,1527591,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1C,0418,2021/06/30 22:20:00+00
17412,1527592,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0328,2021/06/29 03:23:00+00
17413,1527593,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4C,1297,2021/06/28 06:30:00+00
17414,1527594,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,4,4C,1259,2021/06/23 07:05:00+00
17415,1527595,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,0453,2021/06/27 01:00:00+00
17416,1527596,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6E,0878,2021/05/24 13:00:00+00
17417,1527597,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0305,2021/06/27 17:30:00+00
17418,1527598,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,3,3A,0762,2021/06/28 07:00:00+00
17419,1527599,2310,0,LARCENY,1708 US THEFT OF MAIL,1,1A,0103,2021/06/14 12:30:00+00
17420,1527600,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6D,0845,2021/06/26 21:00:00+00
17421,1527601,2399,2,LARCENY,484 PC PETTY THEFT,1,1C,0406,2021/06/27 01:30:00+00
17422,1527602,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1A,0306,2021/06/26 19:30:00+00
17423,1527603,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6E,0886,2021/06/30 19:00:00+00
17424,1527604,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6C,1134,2021/06/27 05:26:00+00
17425,1527605,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6C,1445,2021/06/27 07:00:00+00
17426,1527606,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,4,4A,0957,2021/06/30 10:17:00+00
17427,1527607,2399,2,LARCENY,484 PC PETTY THEFT,6,6E,0877,2021/07/01 21:00:00+00
17428,1527608,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4A,0909,2021/06/15 01:30:00+00
17429,1527609,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5B,1621,2021/07/01 07:30:00+00
17430,1527610,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6B,1005,2021/06/30 21:00:00+00
17431,1527611,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1A,0106,2021/07/01 15:00:00+00
17432,1527612,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,5,5B,1621,2021/05/26 07:25:00+00
17433,1527613,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0717,2021/06/30 20:30:00+00
17434,1527614,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1152,2021/06/30 09:00:00+00
17435,1527615,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0605,2021/06/30 17:15:00+00
17436,1527616,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1018,2021/06/30 01:59:00+00
17437,1527617,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0905,2021/06/30 03:07:00+00
17438,1527618,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0768,2021/06/29 12:56:00+00
17439,1527619,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1522,2021/06/29 22:00:00+00
17440,1527620,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1631,2021/03/10 16:15:00+00
17441,1527621,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0766,2021/06/29 12:35:00+00
17442,1527622,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0328,2021/06/28 21:28:00+00
17443,1527623,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0814,2021/06/29 23:30:00+00
17444,1527624,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1A,0123,2021/06/19 12:30:00+00
17445,1527625,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3M,0744,2021/06/14 07:00:00+00
17446,1527627,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0338,2021/06/29 12:40:00+00
17447,1527628,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,4,4B,0958,2021/06/29 09:30:00+00
17448,1527629,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0303,2021/06/25 22:12:00+00
17449,1527630,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,4,4A,0928,2021/06/13 07:00:00+00
17450,1527631,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,5,5A,1391,2021/06/25 09:00:00+00
17451,1527632,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,2,2C,0628,2021/06/26 00:25:00+00
17452,1527633,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1A,0328,2021/06/26 14:00:00+00
17453,1527635,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,2,2C,0628,2021/06/26 12:00:00+00
17454,1527636,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,5,5C,1654,2021/06/23 00:25:00+00
17455,1527637,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,5,5C,1624,2021/06/24 21:00:00+00
17456,1527638,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1287,2021/06/22 00:45:00+00
17457,1527639,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,6,6D,0851,2021/06/25 15:30:00+00
17458,1527640,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1088,2021/06/09 18:45:00+00
17459,1527641,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,0908,2021/06/18 15:37:00+00
17460,1527645,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4C,1279,2021/06/19 21:00:00+00
17461,1527646,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,0444,2021/06/24 13:20:00+00
17462,1527647,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,6,6E,0878,2021/06/24 13:00:00+00
17463,1527648,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1B,0435,2021/06/21 15:00:00+00
17464,1527649,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1398,2021/06/20 16:00:00+00
17465,1527650,2204,0,BURGLARY,459 PC BURGLARY:RESIDENCE-NO FORCE,4,4B,1353,2021/06/08 09:30:00+00
17466,1527651,2604,55,FRAUD,530.5(C)(1) POSS PERS ID/DEFRD,6,6E,0876,2021/06/24 17:30:00+00
17467,1527652,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,4,4A,1204,2021/06/21 04:00:00+00
17468,1527653,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1A,0333,2021/06/09 12:30:00+00
17469,1527654,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1B,0451,2021/06/25 03:30:00+00
17470,1527655,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,6,6D,0851,2021/06/24 14:25:00+00
17471,1527656,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0701,2021/06/23 13:00:00+00
17472,1527659,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0453,2021/06/23 08:00:00+00
17473,1527665,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4A,0908,2021/07/03 01:03:00+00
17474,1527670,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,2,2C,0602,2021/07/03 15:16:00+00
17475,1527671,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1C,0409,2021/07/03 09:42:00+00
17476,1527673,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6A,1053,2021/07/03 05:25:00+00
17477,1527677,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,6,6B,1064,2021/06/26 15:58:00+00
17478,1527679,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,0945,2021/06/24 12:53:00+00
17479,1527680,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,1106,2021/06/27 20:58:00+00
17480,1527681,2099,2,ARSON,451(B) PC ARSON OF INHAB STRUC,2,2C,0604,2021/07/03 13:51:00+00
17481,1527682,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0746,2021/06/27 22:06:00+00
